Data,dir,FB,IForest,Average KNN,LOF,OCSVM,PCA
369,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0370.csv,0.3636,0.1047,0.0161,0.3697,0.1005,0.2771
370,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0371.csv,0.6194,0.0992,0.0321,0.5744,0.09,0.2905
371,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0372.csv,0.4174,0.1364,0.0256,0.2892,0.1303,0.6407
372,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0373.csv,0.3064,0.1705,0.0367,0.1755,0.1413,0.6765
373,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0374.csv,0,0,0,0,0,0
374,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0375.csv,0.0784,0.1292,0.0092,0.2885,0.115,0.5144
375,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0376.csv,0,0,0,0,0,0
376,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0377.csv,0.4593,0.1267,0.0195,0.3379,0.1192,0.5674
377,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0378.csv,0.5957,0.1376,0.0263,0.624,0.1025,0.4306
378,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0379.csv,0.4527,0.0992,0.024,0.3503,0.103,0.569
379,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0380.csv,0,0,0,0,0,0
380,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0381.csv,0.259,0.0726,0.0204,0.128,0.0701,0.1539
381,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0382.csv,0.353,0.1061,0.0227,0.359,0.1038,0.5438
382,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0383.csv,0.2601,0.1005,0.0113,0.2505,0.0913,0.4477
383,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0384.csv,0.3602,0.0609,0.0075,0.1851,0.0283,0.1838
384,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0385.csv,0,0,0,0,0,0
385,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0386.csv,0,0,0,0,0,0
386,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0387.csv,0.2681,0.0832,0.0115,0.1914,0.0786,0.2823
387,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0388.csv,0.2973,0.0999,0.019,0.2437,0.0926,0.4804
388,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0389.csv,0.2546,0.0922,0.0234,0.2579,0.0592,0.2533
389,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0390.csv,0.2385,0.083,0.0213,0.1097,0.0605,0.1124
390,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0391.csv,0.2788,0.0488,0.0121,0.2314,0.0524,0.1082
391,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0392.csv,0.1867,0.0688,0.0163,0.0759,0.0679,0.8324
392,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0393.csv,0.2076,0.0392,0.0346,0.1571,0.0588,0.0625
393,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0394.csv,0.2468,0.0915,0.0221,0.1883,0.0947,0.3183
394,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0395.csv,0.2789,0.0625,0.0129,0.1613,0.0517,0.1301
395,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0396.csv,0.2901,0.0813,0.015,0.2018,0.075,0.2247
396,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0397.csv,0.2885,0.1255,0.0092,0.11,0.0709,0.8691
397,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0398.csv,0.2531,0.0503,0.0071,0.1758,0.0644,0.158
398,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0399.csv,0.2743,0.1538,0.0771,0.3556,0.1667,0.8549
399,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0400.csv,0.3401,0.075,0.0096,0.2376,0.0525,0.2509
400,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0401.csv,0.5469,0.1209,0.0167,0.6011,0.0971,0.3489
401,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0402.csv,0.3069,0.1307,0.0313,0.2323,0.132,0.5634
402,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0403.csv,0.7812,0.1188,0.0396,0.8078,0.1009,0.3326
403,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0404.csv,0.3561,0.09,0.0196,0.4574,0.0879,0.4549
404,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0405.csv,0,0,0,0,0,0
405,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0406.csv,0.7153,0.1159,0.0254,0.8787,0.1038,0.2639
406,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0407.csv,0.6457,0.117,0.0154,0.5269,0.0982,0.3653
407,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0408.csv,0,0,0,0,0,0
408,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0409.csv,0.2915,0.1135,0.0188,0.2477,0.1007,0.3755
409,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0410.csv,0.2105,0.1238,0.0092,0.1501,0.105,0.2789
410,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0411.csv,0.3474,0.1083,0.025,0.3877,0.1054,0.6275
411,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0412.csv,0,0,0,0,0,0
412,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0413.csv,0,0,0,0,0,0
413,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0414.csv,0.2625,0.1155,0.0115,0.1733,0.103,0.3488
414,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0415.csv,0.6088,0.1272,0.0144,0.653,0.0867,0.3123
415,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0416.csv,0.589,0.1096,0.0296,0.7165,0.1009,0.4389
416,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0417.csv,0.4202,0.0962,0.0328,0.3705,0.079,0.2264
417,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0418.csv,0.6351,0.1078,0.0108,0.6051,0.0863,0.4185
418,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0419.csv,0.3215,0.088,0.0156,0.2202,0.0765,0.1503
419,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0420.csv,0.499,0.1387,0.0646,0.6099,0.1439,0.9406
420,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0421.csv,0.1396,0.2901,0.0388,0.2084,0.3089,0.4552
421,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0422.csv,0.4585,0.288,0.0333,0.2872,0.2805,0.4052
422,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0423.csv,0.3716,0.2952,0.0196,0.1495,0.3063,0.4487
423,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0424.csv,0.3003,0.2479,0.0204,0.2045,0.3084,0.4981
424,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0425.csv,0.5319,0.2767,0.0181,0.1122,0.3349,0.6093
425,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0426.csv,0.2135,0.2104,0.0088,0.1587,0.3553,0.8209
426,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0427.csv,0.0859,0.1851,0.0058,0.0154,0.173,0.1496
427,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0428.csv,0.2471,0.3409,0.0361,0.1945,0.6751,0.7902
428,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0429.csv,0.2409,0.2522,0.0042,0.1855,0.3401,0.9112
429,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0430.csv,0.2,0.2394,0.0077,0.1134,0.342,0.6068
430,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0431.csv,0.1568,0.3057,0.0161,0.1553,0.4402,0.6186
431,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0432.csv,0.2283,0.2723,0.0081,0.138,0.313,0.6449
432,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0433.csv,0.2552,0.3417,0.0321,0.1666,0.5219,0.8201
433,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0434.csv,0.2105,0.2855,0.0071,0.188,0.3339,0.8616
434,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0435.csv,0.3518,0.2639,0.1005,0.2555,0.2897,0.4373
435,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0436.csv,0,0,0,0,0,0
436,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0437.csv,0.1567,0.2905,0.0108,0.0638,0.366,0.5894
437,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0438.csv,0,0,0,0,0,0
438,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0439.csv,0.1917,0.3443,0.0338,0.0917,0.8662,0.9446
439,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0440.csv,0.3549,0.1914,0.0269,0.2477,0.2688,0.4675
440,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0441.csv,0.1763,0.1096,0.0208,0.0871,0.1105,0.1105
441,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0442.csv,0.3731,0.1338,0.0625,0.2772,0.1342,0.2184
442,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0443.csv,0.143,0.0734,0.0158,0.0308,0.1096,0.0579
443,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0444.csv,0.1224,0.2141,0.0079,0.0461,0.2615,0.3073
444,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0445.csv,0.0863,0.1897,0.0115,0.0425,0.1977,0.2957
445,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0446.csv,0.1834,0.1567,0.0163,0.1326,0.1872,0.1517
446,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0447.csv,0.1196,0.0667,0.0271,0.0509,0.1242,0.0863
447,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0448.csv,0.2594,0.0932,0.0576,0.2813,0.0773,0.5027
448,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0449.csv,0.1457,0.1216,0.0163,0.0744,0.158,0.1276
449,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0450.csv,0.1526,0.3531,0.0208,0.0363,0.554,0.8087
450,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0451.csv,0.208,0.2393,0.0242,0.083,0.2555,0.2597
451,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0452.csv,0.0802,0.1891,0.0138,0.0275,0.1756,0.1509
452,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0453.csv,0.1678,0.3065,0.0075,0.0713,0.4064,0.6151
453,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0454.csv,0.1271,0.055,0.0096,0.03,0.0713,0.0338
454,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0455.csv,0.1997,0.2262,0.0106,0.088,0.2602,0.447
455,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0456.csv,0,0,0,0,0,0
456,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0457.csv,0,0,0,0,0,0
457,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0458.csv,0,0,0,0,0,0
458,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0459.csv,0.151,0.1662,0.0217,0.0559,0.244,0.323
459,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0460.csv,0.1572,0.1503,0.0194,0.0553,0.172,0.2462
460,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0461.csv,0.2222,0.2001,0.0033,0.07,0.2622,0.6653
461,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0462.csv,0.243,0.1263,0.035,0.1626,0.1855,0.2122
462,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0463.csv,0.258,0.239,0.0131,0.1498,0.3432,0.686
463,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0464.csv,0.3979,0.2887,0.0229,0.2539,0.3318,0.6006
464,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0465.csv,0,0,0,0,0,0
465,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0466.csv,0.2948,0.3159,0.0327,0.3755,0.3809,0.594
466,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0467.csv,0.442,0.2898,0.019,0.0634,0.3198,0.5721
467,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0468.csv,0.3689,0.2943,0.0329,0.3797,0.456,0.8133
468,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0469.csv,0.2819,0.3513,0.0466,0.1795,0.3949,0.656
469,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0470.csv,0.3147,0.306,0.0613,0.3231,0.3581,0.5302
470,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0471.csv,0.3143,0.1763,0.0067,0.1384,0.2555,0.6044
471,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0472.csv,0,0,0,0,0,0
472,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0473.csv,0.3531,0.2655,0.0621,0.1697,0.2568,0.263
473,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0474.csv,0.2494,0.221,0.0033,0.1616,0.3716,0.8326
474,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0475.csv,0.5536,0.3014,0.0463,0.2768,0.3268,0.519
475,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0476.csv,0.3481,0.2776,0.1488,0.1276,0.3293,0.7124
476,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0477.csv,0.422,0.2654,0.0192,0.3403,0.3007,0.5822
477,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0478.csv,0.2266,0.1681,0.0457,0.1466,0.2367,0.2723
478,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0479.csv,0.8287,0.2776,0.0446,0.2272,0.3155,0.5327
479,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0480.csv,0.4706,0.2522,0.0517,0.4256,0.306,0.4694
480,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0481.csv,0.0784,0.5396,0.0071,0.0236,0.824,0.9168
481,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0482.csv,0.0271,0.5571,0.0209,0.0473,0.9284,0.8444
482,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0483.csv,0.0244,0.5102,0.0048,0.0223,0.8899,0.8107
483,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0484.csv,0.0386,0.5757,0.0332,0.0436,0.8593,0.8991
484,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0485.csv,0.0342,0.5198,0.0054,0.0275,0.8454,0.9541
485,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0486.csv,0.0338,0.5636,0.0113,0.0233,0.9175,0.8399
486,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0487.csv,0.0442,0.3631,0.0054,0.0304,0.6757,0.8133
487,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0488.csv,0.0442,0.5877,0.0421,0.1792,0.9679,0.9041
488,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0489.csv,0.0225,0.4216,0.0177,0.1159,0.618,0.6395
489,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0490.csv,0.0528,0.447,0.0063,0.0784,0.8524,0.9441
490,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0491.csv,0.0909,0.7503,0.0609,0.055,0.9516,0.9587
491,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0492.csv,0.0263,0.4247,0.004,0.0133,0.8561,0.9149
492,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0493.csv,0.0505,0.6149,0.0085,0.0995,0.8999,0.7571
493,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0494.csv,0.13,0.5102,0.0213,0.0834,0.8602,0.8753
494,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0495.csv,0.1546,0.6945,0.093,0.0717,0.9487,0.9471
495,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0496.csv,0.0269,0.5642,0.01,0.0352,0.8926,0.9523
496,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0497.csv,0.0223,0.5496,0.0079,0.0319,0.8862,0.8407
497,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0498.csv,0.0494,0.5656,0.0249,0.0193,0.8558,0.87
498,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0499.csv,0,0,0,0,0,0
499,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0500.csv,0.0558,0.4058,0.0437,0.1028,0.6376,0.6546
500,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0501.csv,0.0357,0.6138,0.0307,0.0202,0.863,0.8119
501,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0502.csv,0.0371,0.4749,0.1545,0.1019,0.7045,0.6569
502,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0503.csv,0,0,0,0,0,0
503,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0504.csv,0.0271,0.4687,0.0125,0.0323,0.7415,0.6241
504,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0505.csv,0.0267,0.2418,0.0103,0.0872,0.3892,0.3237
505,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0506.csv,0.1233,0.0901,0.0121,0.0779,0.0757,0.2988
506,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0507.csv,0.1574,0.1086,0.0181,0.1706,0.1159,0.3616
507,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0508.csv,0.0192,0.2948,0.0242,0.0171,0.4204,0.387
508,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0509.csv,0,0,0,0,0,0
509,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0510.csv,0.0296,0.2793,0.0404,0.0934,0.1988,0.223
510,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0511.csv,0.0598,0.3276,0.0627,0.23,0.3963,0.3796
511,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0512.csv,0.0742,0.5336,0.0083,0.0871,0.8558,0.6432
512,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0513.csv,0.1783,0.1664,0.0256,0.0133,0.1708,0.3201
513,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0514.csv,0.0269,0.4235,0.0432,0.0803,0.5402,0.5115
514,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0515.csv,0.0234,0.2763,0.0136,0.0244,0.3943,0.4806
515,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0516.csv,0.1132,0.1443,0.0093,0.0154,0.1713,0.3303
516,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0517.csv,0.0562,0.2416,0.0455,0.0633,0.2926,0.4486
517,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0518.csv,0,0,0,0,0,0
518,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0519.csv,0.0263,0.278,0.0058,0.0029,0.4018,0.4906
519,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0520.csv,0,0,0,0,0,0
520,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0521.csv,0.0725,0.5511,0.0446,0.1192,0.6619,0.6895
521,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0522.csv,0.0125,0.0746,0.0196,0.0096,0.2455,0.2234
522,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0523.csv,0,0,0,0,0,0
523,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0524.csv,0,0,0,0,0,0
524,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0525.csv,0,0,0,0,0,0
525,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0526.csv,0.0261,0.5894,0.0102,0.0213,0.9439,0.946
526,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0527.csv,0.0471,0.4952,0.0271,0.3318,0.5965,0.5065
527,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0528.csv,0.0523,0.4906,0.0042,0.0315,0.8253,0.8974
528,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0529.csv,0.1489,0.5167,0.0586,0.2006,0.7661,0.7917
529,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0530.csv,0.0888,0.516,0.0029,0.0304,0.8062,0.91
530,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0531.csv,0.04,0.5636,0.005,0.0546,0.9041,0.7128
531,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0532.csv,0.0204,0.5027,0.0004,0.0108,0.8612,0.9179
532,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0533.csv,0.02,0.4764,0.0033,0.0046,0.9333,0.9629
533,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0534.csv,0.089,0.5354,0.0173,0.0346,0.8588,0.9266
534,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0535.csv,0.0711,0.4581,0.006,0.0498,0.8941,0.9445
535,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0536.csv,0.0311,0.4685,0.0063,0.0181,0.8336,0.8707
536,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0537.csv,0.0217,0.5192,0.0073,0.0067,0.8505,0.8353
537,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0538.csv,0.0509,0.5898,0.0199,0.0281,0.8844,0.8398
538,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0539.csv,0.0655,0.595,0.0235,0.0748,0.9442,0.9416
539,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0540.csv,0.2977,0.5372,0.0647,0.0566,0.7255,0.8209
540,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0601.csv,0.5674,0.1135,0.0284,0.4974,0.0986,0.3977
541,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0602.csv,0.5642,0.1079,0.0501,0.4755,0.0946,0.3751
542,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0603.csv,0.5173,0.1023,0.043,0.3725,0.0913,0.3645
543,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0604.csv,0.432,0.1127,0.0201,0.3076,0.1,0.459
544,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0605.csv,0.5277,0.1098,0.0383,0.522,0.1085,0.4671
545,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0606.csv,0.4428,0.1297,0.033,0.4676,0.1005,0.3109
546,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0607.csv,0.3788,0.1322,0.0203,0.3006,0.111,0.3734
547,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0608.csv,0.5546,0.1218,0.0503,0.5447,0.1067,0.4707
548,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0609.csv,0.5106,0.1184,0.0377,0.4718,0.1042,0.5471
549,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0610.csv,0.5734,0.1076,0.0383,0.4749,0.0887,0.3872
550,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0611.csv,0.494,0.1212,0.0639,0.5605,0.1,0.4499
551,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0612.csv,0.4507,0.1074,0.0292,0.4897,0.0993,0.51
552,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0613.csv,0.4302,0.0957,0.0377,0.4436,0.0938,0.4832
553,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_0614.csv,0.4451,0.1081,0.0436,0.4118,0.1006,0.3157
