Data,dir,FB,IForest,Average KNN,LOF,OCSVM,PCA
1344,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1585.csv,0.4849,0.1323,0.2268,0.4995,0.106,0.2111
1345,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1586.csv,0.4924,0.1142,0.1962,0.483,0.0945,0.2199
1346,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1587.csv,0.5708,0.0842,0.2568,0.4938,0.0506,0.3211
1347,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1588.csv,0.5226,0.1258,0.2653,0.5424,0.1003,0.2433
1348,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1589.csv,0.5567,0.1297,0.2352,0.5283,0.1028,0.2355
1349,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1590.csv,0.5145,0.1404,0.2236,0.5672,0.0951,0.2115
1350,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1591.csv,0.5507,0.115,0.222,0.5689,0.0935,0.1864
1351,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1592.csv,0.5826,0.0789,0.253,0.5406,0.0478,0.3697
1352,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1593.csv,0.576,0.1489,0.2465,0.5363,0.1109,0.2147
1353,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1594.csv,0.5366,0.1295,0.2226,0.6319,0.0926,0.1867
1354,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1595.csv,0.5794,0.1606,0.2243,0.5846,0.1166,0.2281
1355,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1596.csv,0.5093,0.1332,0.2294,0.4841,0.1011,0.2326
1356,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1597.csv,0.5675,0.0834,0.2149,0.5379,0.0495,0.3198
1357,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1598.csv,0.4937,0.3015,0.4113,0.5452,0.3822,0.5516
1358,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1599.csv,0.5599,0.1242,0.2331,0.5694,0.0974,0.2086
1359,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1600.csv,0.531,0.111,0.2149,0.5369,0.0925,0.1987
1360,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1601.csv,0.6241,0.2037,0.218,0.6032,0.2178,0.4653
1361,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1602.csv,0.6521,0.1958,0.2264,0.6731,0.2,0.4529
1362,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1603.csv,0.6851,0.1925,0.2066,0.6435,0.2109,0.4604
1363,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1604.csv,0.6716,0.2055,0.2114,0.6301,0.2358,0.5072
1364,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1605.csv,0.6433,0.1981,0.2052,0.6246,0.2181,0.496
1365,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1606.csv,0.5909,0.1982,0.2138,0.5907,0.232,0.4717
1366,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1607.csv,0.5997,0.2114,0.2059,0.649,0.2386,0.4717
1367,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1608.csv,0.6276,0.24,0.219,0.6137,0.2187,0.48
1368,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1609.csv,0.641,0.2051,0.2067,0.6294,0.202,0.486
1369,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1610.csv,0.6254,0.2124,0.2265,0.6179,0.228,0.4664
1370,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1611.csv,0.6598,0.2183,0.2119,0.6546,0.2207,0.4771
1371,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1612.csv,0.6405,0.2182,0.2009,0.6547,0.2134,0.5019
1372,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1613.csv,0.6261,0.2031,0.1965,0.5972,0.1869,0.4644
1373,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1614.csv,0.6324,0.2187,0.2017,0.6366,0.2516,0.5113
1374,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1615.csv,0.5626,0.2249,0.2169,0.5485,0.2514,0.4893
1375,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1616.csv,0.6678,0.2356,0.2266,0.6412,0.2474,0.484
1376,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1617.csv,0.6143,0.1752,0.2009,0.5914,0.1936,0.4673
1377,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1618.csv,0.6637,0.1958,0.2013,0.5984,0.2099,0.4696
1378,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1619.csv,0.6541,0.2032,0.2063,0.6513,0.2273,0.5071
1379,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1620.csv,0.5881,0.2171,0.2249,0.6003,0.2306,0.4948
1380,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1621.csv,0.6875,0.3656,0.3218,0.6097,0.5591,0.6753
1381,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1622.csv,0.6477,0.3772,0.3366,0.6046,0.5614,0.691
1382,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1623.csv,0.6553,0.3779,0.3219,0.6099,0.5302,0.6597
1383,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1624.csv,0.6608,0.3702,0.338,0.6311,0.5904,0.6686
1384,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1625.csv,0.6528,0.3864,0.3387,0.6003,0.5554,0.6719
1385,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1626.csv,0.6682,0.3714,0.3344,0.6377,0.5529,0.6486
1386,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1627.csv,0.6524,0.3625,0.3395,0.6077,0.5417,0.6173
1387,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1628.csv,0.6432,0.3782,0.3466,0.6019,0.5452,0.6687
1388,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1629.csv,0.6921,0.3552,0.3315,0.6557,0.5594,0.671
1389,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1630.csv,0.6838,0.3715,0.3676,0.659,0.5999,0.6773
1390,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1631.csv,0.6145,0.3765,0.3394,0.5435,0.5213,0.6642
1391,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1632.csv,0.6662,0.3497,0.3161,0.6251,0.5305,0.6546
1392,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1633.csv,0.7234,0.383,0.3204,0.6556,0.5671,0.6462
1393,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1634.csv,0.647,0.3561,0.3099,0.631,0.5366,0.6543
1394,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1635.csv,0.6676,0.3825,0.3383,0.6269,0.5176,0.6544
1395,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1636.csv,0.6706,0.3697,0.3214,0.6228,0.5411,0.664
1396,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1637.csv,0.7132,0.3848,0.3321,0.6418,0.5378,0.6704
1397,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1638.csv,0.6407,0.3634,0.3524,0.6317,0.5243,0.6725
1398,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1639.csv,0.6695,0.347,0.349,0.6134,0.5538,0.6785
1399,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1640.csv,0.6542,0.3493,0.3119,0.6027,0.5555,0.6435
1400,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1641.csv,0.6451,0.2482,0.4441,0.6152,0.2997,0.3538
1401,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1642.csv,0.5923,0.2303,0.3714,0.5419,0.2661,0.313
1402,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1643.csv,0.5247,0.2673,0.4222,0.5672,0.3634,0.4837
1403,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1644.csv,0.5938,0.2406,0.3848,0.5602,0.2534,0.3157
1404,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1645.csv,0.6372,0.2184,0.4138,0.617,0.2115,0.3858
1405,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1646.csv,0.545,0.3036,0.486,0.5454,0.3424,0.3645
1406,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1647.csv,0.6243,0.2321,0.422,0.607,0.2707,0.3133
1407,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1648.csv,0.6108,0.2394,0.3787,0.6008,0.2469,0.3093
1408,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1649.csv,0.6314,0.2452,0.4116,0.5658,0.2626,0.3416
1409,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1650.csv,0.5174,0.3194,0.5249,0.5343,0.3734,0.4007
1410,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1651.csv,0.6433,0.2602,0.3983,0.5355,0.2806,0.339
1411,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1652.csv,0.5999,0.2304,0.4018,0.5861,0.2504,0.3331
1412,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1653.csv,0.5186,0.3687,0.395,0.547,0.4144,0.5014
1413,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1654.csv,0.5765,0.3004,0.504,0.5292,0.3562,0.3902
1414,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1655.csv,0.5624,0.1953,0.395,0.5845,0.2007,0.3968
1415,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1656.csv,0.5565,0.2515,0.4364,0.4951,0.2867,0.3639
1416,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1657.csv,0.5613,0.2488,0.361,0.557,0.2656,0.296
1417,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1658.csv,0.6032,0.2559,0.3838,0.5606,0.2885,0.2972
1418,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1659.csv,0.5913,0.2497,0.4336,0.5991,0.268,0.3099
1419,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1660.csv,0.6248,0.2453,0.4262,0.5337,0.2242,0.4269
1420,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1661.csv,0.6568,0.3959,0.3462,0.6286,0.54,0.6668
1421,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1662.csv,0.683,0.4067,0.3521,0.6304,0.5794,0.671
1422,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1663.csv,0.6335,0.3916,0.3475,0.6064,0.5427,0.6666
1423,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1664.csv,0.6684,0.4327,0.3705,0.5999,0.5489,0.667
1424,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1665.csv,0.6815,0.3523,0.3203,0.6092,0.5326,0.6399
1425,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1666.csv,0.6432,0.3866,0.3479,0.6221,0.5947,0.6779
1426,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1667.csv,0.6172,0.3736,0.3203,0.5986,0.5272,0.6369
1427,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1668.csv,0.692,0.3654,0.3284,0.656,0.5535,0.6749
1428,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1669.csv,0.6802,0.3777,0.3433,0.6217,0.5521,0.7025
1429,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1670.csv,0.7129,0.3669,0.35,0.6396,0.5447,0.6631
1430,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1671.csv,0.6369,0.3841,0.3428,0.6018,0.5326,0.6444
1431,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1672.csv,0.6467,0.3766,0.3236,0.6114,0.5603,0.669
1432,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1673.csv,0.669,0.385,0.3571,0.6479,0.5427,0.6469
1433,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1674.csv,0.622,0.3688,0.3006,0.6207,0.5366,0.6763
1434,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1675.csv,0.6381,0.3747,0.3171,0.6092,0.5474,0.6367
1435,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1676.csv,0.6434,0.3629,0.3322,0.6107,0.5805,0.6639
1436,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1677.csv,0.6737,0.3816,0.341,0.6877,0.5489,0.6808
1437,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1678.csv,0.7237,0.4176,0.3642,0.6868,0.6097,0.6419
1438,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1679.csv,0.6641,0.401,0.3271,0.6052,0.5622,0.6719
1439,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1680.csv,0.6583,0.3871,0.3337,0.5978,0.5419,0.6453
1440,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1681.csv,0.5927,0.6233,0.5214,0.5503,0.7613,0.8078
1441,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1682.csv,0.6022,0.6949,0.4793,0.5385,0.7791,0.609
1442,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1683.csv,0.5964,0.6156,0.499,0.594,0.733,0.5672
1443,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1684.csv,0.5987,0.6418,0.4608,0.5376,0.7529,0.7948
1444,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1685.csv,0.6393,0.6637,0.5182,0.5982,0.7872,0.609
1445,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1686.csv,0.5652,0.6621,0.5177,0.5091,0.773,0.8026
1446,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1687.csv,0.5764,0.6543,0.4977,0.5283,0.7639,0.7811
1447,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1688.csv,0.6165,0.7048,0.5414,0.5695,0.8042,0.8127
1448,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1689.csv,0.6372,0.6856,0.5101,0.5662,0.813,0.6274
1449,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1690.csv,0.5963,0.6627,0.4884,0.5388,0.7759,0.8186
1450,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1691.csv,0.6131,0.6453,0.4901,0.5546,0.796,0.822
1451,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1692.csv,0.6261,0.6631,0.5065,0.6031,0.7739,0.7887
1452,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1693.csv,0.6779,0.6348,0.4895,0.6154,0.7493,0.7894
1453,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1694.csv,0.631,0.5853,0.4632,0.5677,0.7456,0.7984
1454,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1695.csv,0.5901,0.6436,0.5049,0.5039,0.7664,0.7955
1455,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1696.csv,0.5992,0.6425,0.5023,0.5128,0.8147,0.82
1456,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1697.csv,0.6145,0.648,0.5108,0.5852,0.7994,0.6399
1457,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1698.csv,0.584,0.6854,0.5235,0.5469,0.7844,0.8239
1458,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1699.csv,0.5953,0.6429,0.5094,0.5761,0.7391,0.789
1459,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1700.csv,0.6007,0.6494,0.4923,0.541,0.7806,0.6127
1460,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1701.csv,0.3754,0.5986,0.8252,0.4018,0.5979,0.434
1461,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1702.csv,0.4933,0.447,0.5529,0.4893,0.4913,0.4348
1462,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1703.csv,0.4199,0.5492,0.7108,0.3928,0.522,0.4534
1463,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1704.csv,0.4619,0.4657,0.6538,0.4162,0.4786,0.4583
1464,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1705.csv,0.4955,0.3432,0.5882,0.4592,0.3597,0.3008
1465,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1706.csv,0.489,0.473,0.6689,0.4223,0.5002,0.4361
1466,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1707.csv,0.3525,0.5519,0.7766,0.4034,0.5914,0.4474
1467,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1708.csv,0.3635,0.5967,0.7898,0.4239,0.6222,0.4655
1468,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1709.csv,0.4004,0.5769,0.7566,0.4265,0.6003,0.4695
1469,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1710.csv,0.4089,0.4911,0.7169,0.4489,0.5263,0.4423
1470,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1711.csv,0.5196,0.409,0.5866,0.4737,0.4481,0.478
1471,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1712.csv,0.4325,0.44,0.6623,0.399,0.4679,0.5013
1472,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1713.csv,0.3137,0.5771,0.7739,0.3577,0.591,0.3411
1473,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1714.csv,0.4908,0.3646,0.6115,0.4471,0.3961,0.4701
1474,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1715.csv,0.4907,0.5054,0.6883,0.4713,0.5046,0.5011
1475,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1716.csv,0.4613,0.5314,0.7405,0.4189,0.5561,0.4389
1476,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1717.csv,0.4905,0.3669,0.5977,0.4452,0.4337,0.4281
1477,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1718.csv,0.3814,0.6037,0.7598,0.3807,0.5849,0.4488
1478,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1719.csv,0.4925,0.3436,0.5554,0.4515,0.371,0.4386
1479,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1720.csv,0.4422,0.5407,0.7222,0.4398,0.4943,0.4459
1480,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1721.csv,0.6272,0.6516,0.5019,0.5198,0.7569,0.8074
1481,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1722.csv,0.5839,0.6648,0.4983,0.5156,0.7706,0.8074
1482,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1723.csv,0.6076,0.6671,0.4742,0.5121,0.7514,0.5976
1483,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1724.csv,0.5743,0.6327,0.5229,0.548,0.7527,0.7828
1484,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1725.csv,0.6063,0.6711,0.4933,0.5459,0.7445,0.8019
1485,/Users/suxiangying/Documents/skin_benchmarks/skin/benchmarks/skin_benchmark_1726.csv,0.6371,0.6353,0.5168,0.5524,0.7577,0.7883
